GO,CUI
GO:0052589,C3155415
GO:0052590,C3155416
GO:0052591,C3155417
GO:0052592,C3155418
GO:0052593,C3155419
GO:0052594,C3155420
GO:0052595,C3155421
GO:0052596,C3155422
GO:0052597,C3155423
GO:0052598,C3155424
GO:0052599,C3155425
GO:0052600,C3155426
GO:0052601,C3155427
GO:0052602,C3155428
GO:0052603,C3155429
GO:0052604,C3155430
GO:0052605,C3155431
GO:0052608,C3155433
GO:0052610,C3155434
GO:0052612,C3155434
GO:0052613,C3155434
GO:0052608,C3155434
GO:0052609,C3155434
GO:0052609,C3155435
GO:0052610,C3155436
GO:0052611,C3155437
GO:0052612,C3155438
GO:0052613,C3155439
GO:0052614,C3155440
GO:0052614,C3155441
GO:0052616,C3155442
GO:0052617,C3155443
GO:0052618,C3155444
GO:0052619,C3155445
GO:0052620,C3155446
GO:0052622,C3155447
GO:0052623,C3155448
GO:0052624,C3155449
GO:0052624,C3155450
GO:0052624,C3155451
GO:0052625,C3155452
GO:0052626,C3155453
GO:0052627,C3155454
GO:0052628,C3155455
GO:0052629,C3155456
GO:0052630,C3155457
GO:0052631,C3155458
GO:0052633,C3155460
GO:0052634,C3155461
GO:0052635,C3155462
GO:0052636,C3155463
GO:0052637,C3155464
GO:0052638,C3155465
GO:0052639,C3155466
GO:0052640,C3155467
GO:0052639,C3155467
GO:0052640,C3155468
GO:0052641,C3155469
GO:0052642,C3155470
GO:0052643,C3155471
GO:0052644,C3155472
GO:0052645,C3155473
GO:0052646,C3155474
GO:0052647,C3155475
GO:0052648,C3155476
GO:0052649,C3155477
GO:0052650,C3155478
GO:0052650,C3155479
GO:0052651,C3155480
GO:0052652,C3155481
GO:0052653,C3155482
GO:0052655,C3155483
GO:0052656,C3155484
GO:0052658,C3155486
GO:0052659,C3155487
GO:0052660,C3155488
GO:0052663,C3155489
GO:0052665,C3155490
GO:0052666,C3155491
GO:0052667,C3155492
GO:0052668,C3155493
GO:0052668,C3155494
GO:0052669,C3155495
GO:0052670,C3155496
GO:0052671,C3155497
GO:0052672,C3155498
GO:0052673,C3155499
GO:0052674,C3155500
GO:0052674,C3155501
GO:0052675,C3155502
GO:0052676,C3155503
GO:0033709,C3155504
GO:0052677,C3155504
GO:0052677,C3155505
GO:0033709,C3155505
GO:0052678,C3155506
GO:0052679,C3155507
GO:0052680,C3155508
GO:0052681,C3155509
GO:0052681,C3155510
GO:0052682,C3155511
GO:0052683,C3155512
GO:0052684,C3155513
GO:0052684,C3155514
GO:0052685,C3155515
GO:0052686,C3155516
GO:0052687,C3155517
GO:0052688,C3155518
GO:0052690,C3155519
GO:0018548,C3155520
GO:0052690,C3155520
GO:0052691,C3155521
GO:0052692,C3155522
GO:0052692,C3155523
GO:0052692,C3155524
GO:0052693,C3155525
GO:0055037,C3155526
GO:0055115,C3155529
GO:0055116,C3155530
GO:0055129,C3155531
GO:0060043,C3155532
GO:0002441,C3155533
GO:0002442,C3155534
GO:0002523,C3155535
GO:0002527,C3155536
GO:0002528,C3155537
GO:0002530,C3155538
GO:0002531,C3155539
GO:0002532,C3155540
GO:0002533,C3155541
GO:0002534,C3155542
GO:0002535,C3155543
GO:0002536,C3155544
GO:0002537,C3155545
GO:0002538,C3155546
GO:0002539,C3155547
GO:0002540,C3155548
GO:0002718,C3155549
GO:0002720,C3155550
GO:0002739,C3155551
GO:0002740,C3155552
GO:0002741,C3155553
GO:0002742,C3155554
GO:0002743,C3155555
GO:0002744,C3155556
GO:0002828,C3155557
GO:0002829,C3155558
GO:0002829,C3155559
GO:0002830,C3155560
GO:0002830,C3155561
GO:0002830,C3155562
GO:0003001,C3155563
GO:0003003,C3155564
GO:0003004,C3155565
GO:0003005,C3155566
GO:0003042,C3155569
GO:0003043,C3155570
GO:0003106,C3155572
GO:0003222,C3155574
GO:0003700,C3155576
GO:0060066,C3155579
GO:0060079,C3155580
GO:0060264,C3155581
GO:0060265,C3155582
GO:0060266,C3155583
GO:0060390,C3155584
GO:1904667,C3155586
GO:1904667,C3155587
GO:1904667,C3155588
GO:1904667,C3155589
GO:0060565,C3155590
GO:0060624,C3155595
GO:0060635,C3155596
GO:0060636,C3155597
GO:0061009,C3155603
GO:0061077,C3155604
GO:0061078,C3155605
GO:0061078,C3155606
GO:0061079,C3155607
GO:0061080,C3155608
GO:0061081,C3155609
GO:0061081,C3155610
GO:0061082,C3155611
GO:0061083,C3155612
GO:0061084,C3155613
GO:0061085,C3155614
GO:0061086,C3155615
GO:0061087,C3155616
GO:0061088,C3155617
GO:0061089,C3155618
GO:0061090,C3155619
GO:0061091,C3155620
GO:0061092,C3155621
GO:0061093,C3155622
GO:0061094,C3155623
GO:0061095,C3155624
GO:0061096,C3155625
GO:0061097,C3155626
GO:0061098,C3155627
GO:0061099,C3155628
GO:0061100,C3155629
GO:0061101,C3155630
GO:0061102,C3155631
GO:0061102,C3155632
GO:0061103,C3155633
GO:0061104,C3155634
GO:0061105,C3155635
GO:0061106,C3155636
GO:0061107,C3155637
GO:0061108,C3155638
GO:0061109,C3155639
GO:0061110,C3155640
GO:0061111,C3155641
GO:0061112,C3155642
GO:0061113,C3155643
GO:0061114,C3155644
GO:0061115,C3155645
GO:0061116,C3155646
GO:0061117,C3155647
GO:0061118,C3155648
GO:0061119,C3155649
GO:0061120,C3155650
GO:0061121,C3155651
GO:0061122,C3155652
GO:0061123,C3155653
GO:0061124,C3155654
GO:0061125,C3155655
GO:0061126,C3155656
GO:0061127,C3155657
GO:0061128,C3155658
GO:0061129,C3155659
GO:0061130,C3155660
GO:0061131,C3155661
GO:0061132,C3155662
GO:0061133,C3155663
GO:0061135,C3155664
GO:0061136,C3155665
GO:0061137,C3155666
GO:0061138,C3155667
GO:0061139,C3155668
GO:0061140,C3155669
GO:0061141,C3155670
GO:0061142,C3155671
GO:0061143,C3155672
GO:0061144,C3155673
GO:0061145,C3155674
GO:0061146,C3155675
GO:0061147,C3155676
GO:0061148,C3155677
GO:0061149,C3155678
GO:0061150,C3155679
GO:0061151,C3155680
GO:0061152,C3155681
GO:0061153,C3155682
GO:0061154,C3155683
GO:0061155,C3155684
GO:0061156,C3155685
GO:0061157,C3155686
GO:0061158,C3155687
GO:0061159,C3155688
GO:0061160,C3155689
GO:0061161,C3155690
GO:0061162,C3155691
GO:0061163,C3155692
GO:0061164,C3155693
GO:0061165,C3155694
GO:0061166,C3155695
GO:0061167,C3155696
GO:0061168,C3155697
GO:0061169,C3155698
GO:0061170,C3155699
GO:0061171,C3155700
GO:0061172,C3155701
GO:0061173,C3155702
GO:0061174,C3155703
GO:0061175,C3155704
GO:0061176,C3155705
GO:0061177,C3155706
GO:0061177,C3155707
GO:0061178,C3155708
GO:0061179,C3155709
GO:0061179,C3155710
GO:0061180,C3155711
GO:0061181,C3155712
GO:0061182,C3155713
GO:0061183,C3155714
GO:0061184,C3155715
GO:0061185,C3155716
GO:0061186,C3155717
GO:0061187,C3155718
GO:0061188,C3155719
GO:0061189,C3155720
GO:0061190,C3155721
GO:0061191,C3155722
GO:0061192,C3155723
GO:0061193,C3155724
GO:0061194,C3155725
GO:0061195,C3155726
GO:0061196,C3155727
GO:0061197,C3155728
GO:0061198,C3155729
GO:0061199,C3155730
GO:0061200,C3155731
GO:0061201,C3155732
GO:0061202,C3155733
GO:0061203,C3155734
GO:0061204,C3155735
GO:0061205,C3155736
GO:0061206,C3155737
GO:0061207,C3155738
GO:0061208,C3155739
GO:0061209,C3155740
GO:0061210,C3155741
GO:0061211,C3155742
GO:0061212,C3155743
GO:0061213,C3155744
GO:0061214,C3155745
GO:0061215,C3155746
GO:0061216,C3155747
GO:0061217,C3155748
GO:0061218,C3155749
GO:0061219,C3155750
GO:0061220,C3155751
GO:0061221,C3155752
GO:0061222,C3155753
GO:0061223,C3155754
GO:0061224,C3155755
GO:0061225,C3155756
GO:0061225,C3155757
GO:0061225,C3155758
GO:0061226,C3155759
GO:0061227,C3155760
GO:0061227,C3155761
GO:0061228,C3155762
GO:0061229,C3155763
GO:0061230,C3155764
GO:0061231,C3155765
GO:0061232,C3155766
GO:0061233,C3155767
GO:0061234,C3155768
GO:0061235,C3155769
GO:0061236,C3155770
GO:0061237,C3155771
GO:0061238,C3155772
GO:0061238,C3155773
GO:0061239,C3155774
GO:0061240,C3155775
GO:0061241,C3155776
GO:0061242,C3155777
GO:0061243,C3155778
GO:0061244,C3155779
GO:0061245,C3155780
GO:0061246,C3155781
GO:0061247,C3155782
GO:0061248,C3155783
GO:0061249,C3155784
GO:0061250,C3155785
GO:0061251,C3155786
GO:0061252,C3155787
GO:0061253,C3155788
GO:0061254,C3155789
GO:0061255,C3155790
GO:0061256,C3155791
GO:0061257,C3155792
GO:0061258,C3155793
GO:0061259,C3155794
GO:0061260,C3155795
GO:0061261,C3155796
GO:0061261,C3155797
GO:0061262,C3155798
GO:0061263,C3155799
GO:0061264,C3155800
GO:0061265,C3155801
GO:0061266,C3155802
GO:0061267,C3155803
GO:0061268,C3155804
GO:0061269,C3155805
GO:0061270,C3155806
GO:0061271,C3155807
GO:0061272,C3155808
GO:0061273,C3155809
GO:0061274,C3155810
GO:0061275,C3155811
GO:0061276,C3155812
GO:0061277,C3155813
GO:0061278,C3155814
GO:0061279,C3155815
GO:0061280,C3155816
GO:0061281,C3155817
GO:0061282,C3155818
GO:0061283,C3155819
GO:0061284,C3155820
GO:0061285,C3155821
GO:0061286,C3155822
GO:0061287,C3155823
GO:0061288,C3155824
GO:0061289,C3155825
GO:0061290,C3155826
GO:0061291,C3155827
GO:0061292,C3155828
GO:0061293,C3155829
GO:0061294,C3155830
GO:0061295,C3155831
GO:0061296,C3155832
GO:0061297,C3155833
GO:0061298,C3155834
GO:0061299,C3155835
GO:0061300,C3155836
GO:0061301,C3155837
GO:0061302,C3155838
GO:0061303,C3155839
GO:0061304,C3155840
GO:0061305,C3155841
GO:0061306,C3155842
GO:0061307,C3155843
GO:0061308,C3155844
GO:0061309,C3155845
GO:0061310,C3155846
GO:0061311,C3155847
GO:0061312,C3155848
GO:0061313,C3155849
GO:0061314,C3155850
GO:0061315,C3155851
GO:0061316,C3155852
GO:0061317,C3155853
GO:0061318,C3155854
GO:0061319,C3155855
GO:0061320,C3155856
GO:0061321,C3155857
GO:0061322,C3155858
GO:0061323,C3155859
GO:0061324,C3155860
GO:0061325,C3155861
GO:0061326,C3155862
GO:0061327,C3155863
GO:0061328,C3155864
GO:0061329,C3155865
GO:0061330,C3155866
GO:0061331,C3155867
GO:0061332,C3155868
GO:0061333,C3155869
GO:0061334,C3155870
GO:0061335,C3155871
GO:0061336,C3155872
GO:0061338,C3155873
GO:0061339,C3155874
GO:0061340,C3155875
GO:0061341,C3155876
GO:0061342,C3155877
GO:0061343,C3155878
GO:0061344,C3155879
GO:0061345,C3155880
GO:0061346,C3155881
GO:0061347,C3155882
GO:0061348,C3155883
GO:0061349,C3155884
GO:0061350,C3155885
GO:0061351,C3155886
GO:0061352,C3155887
GO:0061353,C3155888
GO:0061354,C3155889
GO:0061355,C3155890
GO:0061356,C3155891
GO:0061357,C3155892
GO:0061358,C3155893
GO:0061359,C3155894
GO:0061360,C3155895
GO:0061361,C3155896
GO:0061362,C3155897
GO:0061363,C3155898
GO:0061364,C3155899
GO:0061365,C3155900
GO:0061366,C3155901
GO:0061367,C3155902
GO:0061368,C3155903
GO:0061369,C3155904
GO:0061369,C3155905
GO:0061370,C3155906
GO:0061371,C3155907
GO:0061372,C3155908
GO:0061373,C3155909
GO:0061374,C3155910
GO:0061375,C3155911
GO:0061376,C3155912
GO:0061377,C3155913
GO:0061378,C3155914
GO:0061379,C3155915
GO:0061380,C3155916
GO:0061381,C3155917
GO:0061382,C3155918
GO:0061383,C3155919
GO:0061384,C3155920
GO:0061385,C3155921
GO:0061386,C3155922
GO:0061386,C3155923
GO:0070325,C3155927
GO:0070438,C3155928
GO:0070491,C3155929
GO:0070617,C3155931
GO:0070624,C3155932
GO:0070716,C3155933
GO:0070897,C3155934
GO:0000027,C3155937
GO:0000027,C3155938
GO:0000028,C3155939
GO:0000028,C3155940
GO:0000055,C3155941
GO:0000055,C3155942
GO:0000056,C3155943
GO:0000056,C3155944
GO:0000062,C3155945
GO:0004450,C3155953
GO:0004564,C3155954
GO:0004564,C3155955
GO:0004564,C3155956
GO:0004564,C3155957
GO:0004564,C3155958
GO:0004564,C3155959
GO:0004564,C3155960
GO:0004575,C3155961
GO:0004575,C3155962
GO:0004575,C3155963
GO:0004575,C3155964
GO:0004676,C3155965
GO:0004707,C3155967
GO:0071415,C3155972
GO:0071512,C3155974
GO:0071512,C3155975
GO:0071512,C3155976
GO:0071512,C3155977
GO:0071631,C3155978
GO:0071772,C3155979
GO:0071773,C3155980
GO:0071774,C3155981
GO:0032467,C3155984
GO:0071778,C3155985
GO:0071781,C3155987
GO:0071782,C3155988
GO:0071783,C3155989
GO:0071784,C3155990
GO:0071785,C3155991
GO:0071786,C3155992
GO:0071787,C3155993
GO:0071788,C3155994
GO:0071789,C3155995
GO:0071790,C3155996
GO:0071791,C3155997
GO:0071792,C3155998
GO:0071793,C3155999
GO:0071794,C3156000
GO:0071795,C3156001
GO:0071796,C3156002
GO:0071797,C3156003
GO:0071798,C3156004
GO:0071799,C3156005
GO:0071800,C3156006
GO:0071801,C3156007
GO:0071802,C3156008
GO:0071802,C3156009
GO:0071803,C3156010
GO:0071803,C3156011
GO:0071805,C3156013
GO:0071807,C3156014
GO:0071808,C3156015
GO:0071809,C3156016
GO:0071810,C3156017
GO:0071811,C3156018
GO:0071812,C3156019
GO:0071813,C3156020
GO:0071813,C3156021
GO:0071814,C3156022
GO:0071815,C3156023
GO:0071816,C3156024
GO:0071817,C3156025
GO:0071818,C3156026
GO:0071819,C3156027
GO:0071819,C3156028
GO:0071820,C3156029
GO:0071821,C3156030
GO:0043933,C3156031
GO:0071823,C3156032
GO:0071824,C3156033
GO:0071825,C3156034
GO:0071826,C3156035
GO:0071827,C3156036
GO:0071828,C3156037
GO:0071829,C3156038
GO:0071830,C3156039
GO:0071831,C3156040
GO:0071832,C3156041
GO:0071833,C3156042
GO:0071835,C3156043
GO:0071836,C3156044
GO:0071836,C3156045
GO:0071837,C3156046
GO:0071838,C3156047
GO:0071839,C3156048
GO:0071840,C3156049
GO:0071846,C3156055
GO:0071847,C3156056
GO:0071848,C3156057
GO:0071849,C3156058
GO:0071850,C3156059
GO:0071851,C3156060
GO:0071852,C3156061
GO:0071853,C3156062
GO:0071854,C3156063
GO:0071855,C3156064
GO:0071857,C3156065
GO:0071858,C3156066
GO:0071859,C3156067
GO:0071860,C3156068
GO:0071861,C3156069
GO:0072542,C3156070
GO:0071863,C3156071
GO:0071864,C3156072
GO:0071864,C3156073
GO:0071865,C3156074
GO:0071866,C3156076
GO:0071867,C3156077
GO:0071868,C3156078
GO:0071869,C3156079
GO:0071870,C3156080
GO:0071871,C3156081
GO:0071872,C3156082
GO:0071873,C3156083
GO:0071874,C3156084
GO:0071875,C3156085
GO:0071876,C3156086
GO:0071877,C3156087
GO:0071878,C3156087
GO:0071878,C3156088
GO:0071879,C3156089
GO:0071880,C3156090
GO:0071881,C3156091
GO:0071882,C3156092
GO:0071883,C3156093
GO:0071885,C3156095
GO:0071885,C3156096
GO:0071886,C3156097
GO:0071888,C3156099
GO:0071889,C3156100
GO:0071890,C3156101
GO:0071891,C3156102
GO:0071892,C3156103
GO:0071893,C3156104
GO:0071894,C3156105
GO:0071894,C3156106
GO:0071894,C3156107
GO:0071894,C3156108
GO:0071895,C3156109
GO:0071896,C3156110
GO:0071898,C3156111
GO:0071899,C3156112
GO:0071900,C3156113
GO:0071901,C3156114
GO:0071902,C3156115
GO:0071903,C3156116
GO:0071904,C3156117
GO:0071905,C3156118
GO:0071906,C3156119
GO:0071907,C3156120
GO:0071908,C3156121
GO:0071909,C3156122
GO:0071910,C3156123
GO:0071911,C3156124
GO:0071912,C3156125
GO:0071913,C3156126
GO:0071914,C3156127
GO:0071915,C3156128
GO:0071916,C3156129
GO:0071918,C3156130
GO:0071919,C3156131
GO:0071920,C3156132
GO:0071921,C3156133
GO:0071922,C3156134
GO:0071923,C3156135
GO:0071924,C3156136
GO:0071925,C3156137
GO:0071926,C3156138
GO:0071927,C3156139
GO:0071928,C3156140
GO:0071929,C3156141
GO:0071930,C3156142
GO:0071930,C3156143
GO:0071931,C3156144
GO:0071931,C3156145
GO:0071932,C3156146
GO:0071933,C3156147
GO:0071934,C3156148
GO:0071935,C3156149
GO:0071936,C3156150
GO:0071938,C3156152
GO:0071938,C3156153
GO:0071939,C3156154
GO:0071941,C3156155
GO:0071942,C3156156
GO:0071943,C3156157
GO:0071945,C3156158
GO:0071946,C3156159
GO:0071947,C3156160
GO:0071948,C3156161
GO:0071949,C3156162
GO:0071950,C3156163
GO:0071951,C3156164
GO:0071952,C3156165
GO:0071954,C3156166
GO:0071954,C3156167
GO:0071955,C3156168
GO:0071957,C3156170
GO:0071958,C3156171
GO:0071959,C3156172
GO:0071960,C3156173
GO:0071961,C3156174
GO:0071962,C3156175
GO:0071966,C3156176
GO:0071967,C3156177
GO:0071968,C3156178
GO:0071969,C3156179
GO:0071970,C3156181
GO:0071971,C3156183
GO:0071972,C3156184
GO:0071973,C3156185
GO:0071975,C3156187
GO:0071976,C3156188
GO:0071977,C3156189
GO:0071978,C3156190
GO:0071979,C3156191
GO:0071980,C3156192
GO:0071981,C3156193
GO:0071982,C3156194
GO:0071983,C3156195
GO:0071984,C3156196
GO:0071985,C3156197
GO:0071986,C3156198
GO:0071987,C3156199
GO:0071988,C3156200
GO:0071989,C3156201
GO:0071990,C3156202
GO:0071993,C3156205
GO:0071994,C3156206
GO:0071995,C3156207
GO:0071996,C3156208
GO:0015431,C3156209
GO:0071998,C3156210
GO:0071999,C3156211
GO:0072000,C3156212
GO:0072000,C3156213
GO:0072000,C3156214
GO:0072001,C3156215
GO:0072001,C3156216
GO:0072094,C3156218
GO:0072099,C3156219
GO:0072238,C3156229
GO:0072261,C3156230
GO:0072274,C3156231
GO:0072275,C3156232
GO:0072276,C3156233
GO:0072277,C3156234
GO:0072278,C3156235
GO:0072279,C3156236
GO:0072280,C3156237
GO:0072280,C3156238
GO:0072281,C3156239
GO:0072282,C3156240
GO:0072283,C3156241
GO:0072284,C3156242
GO:0072285,C3156243
GO:0072286,C3156244
GO:0072287,C3156245
GO:0072288,C3156246
GO:0072289,C3156247
GO:0072290,C3156248
GO:0072291,C3156249
GO:0072292,C3156250
GO:0072293,C3156251
GO:0072294,C3156252
GO:0072295,C3156253
GO:0072296,C3156254
GO:0072297,C3156255
GO:0072298,C3156256
GO:0072299,C3156257
GO:0072300,C3156258
GO:0072301,C3156259
GO:0072302,C3156260
GO:0072303,C3156261
GO:0072304,C3156262
GO:0072305,C3156263
GO:0072306,C3156264
GO:0072307,C3156265
GO:0072308,C3156266
GO:0072309,C3156267
GO:0072310,C3156268
GO:0072311,C3156269
GO:0072312,C3156270
GO:0072313,C3156271
GO:0072314,C3156272
GO:0072315,C3156273
GO:0072316,C3156274
GO:0072317,C3156275
GO:0072318,C3156276
GO:0072319,C3156277
GO:0072320,C3156278
GO:0072321,C3156279
GO:0072322,C3156280
GO:0072323,C3156281
GO:0072324,C3156282
GO:0072325,C3156283
GO:0072326,C3156284
GO:0072327,C3156285
GO:0072328,C3156286
GO:0072329,C3156287
GO:0072330,C3156288
GO:0072331,C3156289
GO:0072332,C3156290
GO:0072333,C3156291
GO:0072334,C3156292
GO:0072335,C3156293
GO:0072336,C3156294
GO:0072337,C3156295
GO:0072338,C3156296
GO:0072339,C3156297
GO:0072340,C3156298
GO:0072341,C3156299
GO:0072342,C3156300
GO:0072343,C3156301
GO:0072344,C3156302
GO:0072345,C3156303
GO:0072346,C3156304
GO:0072347,C3156305
GO:0072348,C3156306
GO:0072349,C3156307
GO:0072349,C3156308
GO:0072350,C3156309
GO:0072351,C3156310
GO:0072352,C3156311
GO:0072353,C3156312
GO:0072354,C3156313
GO:0072355,C3156314
GO:0072356,C3156315
GO:0072357,C3156317
GO:0072358,C3156318
GO:0072359,C3156319
GO:0072360,C3156320
GO:0072361,C3156321
GO:0072362,C3156322
GO:0072363,C3156323
GO:0072364,C3156324
GO:0072365,C3156325
GO:0072366,C3156326
GO:0072367,C3156327
GO:0072368,C3156328
GO:0072369,C3156329
GO:0072370,C3156330
GO:0072371,C3156331
GO:0005929,C3156332
GO:0097731,C3156332
GO:0072373,C3156333
GO:0072374,C3156334
GO:0072375,C3156335
GO:0072376,C3156336
GO:0072377,C3156337
GO:0072378,C3156338
GO:0072379,C3156339
GO:0072380,C3156340
GO:0072381,C3156341
GO:0072382,C3156342
GO:0072382,C3156343
GO:0072383,C3156344
GO:0072383,C3156345
GO:0072384,C3156346
GO:0072385,C3156347
GO:0072385,C3156348
GO:0072386,C3156349
GO:0072386,C3156350
GO:0072387,C3156351
GO:0072388,C3156352
GO:0072389,C3156353
GO:0072390,C3156354
GO:0072393,C3156355
GO:0072394,C3156356
GO:0072394,C3156357
GO:0072394,C3156358
GO:0072394,C3156359
GO:0072395,C3156360
GO:0072396,C3156361
GO:0072397,C3156362
GO:0072397,C3156363
GO:0072397,C3156364
GO:0072397,C3156365
GO:0072398,C3156366
GO:0072399,C3156367
GO:0072400,C3156368
GO:0072400,C3156369
GO:0072400,C3156370
GO:0072400,C3156371
GO:0072401,C3156372
GO:0072402,C3156373
GO:0072394,C3156374
GO:0072394,C3156375
GO:0072394,C3156376
GO:0072394,C3156377
GO:0072396,C3156379
GO:0072394,C3156380
GO:0072394,C3156381
GO:0072394,C3156382
GO:0072394,C3156383
GO:0072396,C3156385
GO:0072409,C3156386
GO:0072409,C3156387
GO:0072409,C3156388
GO:0072409,C3156389
GO:0072410,C3156390
GO:0072411,C3156391
GO:0072412,C3156392
GO:0072412,C3156393
GO:0072412,C3156394
GO:0072412,C3156395
GO:0072413,C3156396
GO:0072414,C3156397
GO:0072415,C3156398
GO:0072415,C3156399
GO:0072415,C3156400
GO:0072415,C3156401
GO:0072416,C3156402
GO:0072417,C3156403
GO:0072397,C3156405
GO:0072397,C3156406
GO:0072421,C3156410
GO:0072421,C3156411
GO:0072421,C3156412
GO:0072421,C3156413
GO:0072422,C3156414
GO:0072423,C3156415
GO:0072424,C3156416
GO:0072424,C3156417
GO:0072424,C3156418
GO:0072424,C3156419
GO:0072425,C3156420
GO:0072426,C3156421
GO:0072427,C3156422
GO:0072427,C3156423
GO:0072427,C3156424
GO:0072427,C3156425
GO:0072428,C3156426
GO:0072429,C3156427
GO:0072430,C3156428
GO:0072430,C3156429
GO:0072430,C3156430
GO:0072430,C3156431
GO:0072431,C3156432
GO:0072432,C3156433
GO:0072433,C3156434
GO:0072433,C3156435
GO:0072433,C3156436
GO:0072433,C3156437
GO:0072434,C3156438
GO:0072435,C3156439
GO:0072436,C3156440
GO:0072436,C3156441
GO:0072436,C3156442
GO:0072436,C3156443
GO:0072437,C3156444
GO:0072438,C3156445
GO:0072439,C3156446
GO:0072439,C3156447
GO:0072439,C3156448
GO:0072439,C3156449
GO:0072440,C3156450
GO:0072441,C3156451
GO:0072442,C3156452
GO:0072442,C3156453
GO:0072442,C3156454
GO:0072442,C3156455
GO:0072442,C3156456
GO:0072442,C3156457
GO:0072442,C3156458
GO:0072443,C3156459
GO:0072444,C3156460
GO:0072448,C3156461
GO:0072448,C3156462
GO:0072448,C3156463
GO:0072448,C3156464
GO:0072449,C3156465
GO:0072450,C3156466
GO:0072451,C3156467
GO:0072451,C3156468
GO:0072451,C3156469
GO:0072451,C3156470
GO:0072451,C3156471
GO:0072452,C3156472
GO:0072453,C3156473
GO:0072414,C3156478
GO:0072413,C3156479
GO:0072400,C3156480
GO:0072400,C3156481
GO:0072400,C3156482
GO:0072400,C3156483
GO:0072435,C3156484
GO:0072443,C3156485
GO:0072460,C3156486
GO:0072460,C3156487
GO:0072460,C3156488
GO:0072460,C3156489
GO:0072461,C3156490
GO:0072462,C3156491
GO:0072463,C3156492
GO:0072463,C3156493
GO:0072463,C3156494
GO:0072463,C3156495
GO:0072464,C3156496
GO:0072465,C3156497
GO:0072466,C3156498
GO:0072466,C3156499
GO:0072466,C3156500
GO:0072466,C3156501
GO:0072467,C3156502
GO:0072468,C3156503
GO:0072469,C3156504
GO:0072469,C3156505
GO:0072469,C3156506
GO:0072469,C3156507
GO:0072470,C3156508
GO:0072471,C3156509
GO:0072412,C3156510
GO:0072412,C3156511
GO:0072412,C3156512
GO:0072412,C3156513
GO:0072414,C3156514
GO:0072413,C3156515
GO:0072475,C3156516
GO:0072475,C3156517
GO:0072475,C3156518
GO:0072475,C3156519
GO:0072476,C3156520
GO:0072477,C3156521
GO:0072478,C3156522
GO:0072478,C3156523
GO:0072478,C3156524
GO:0072478,C3156525
GO:0072479,C3156526
GO:0072480,C3156527
GO:0072481,C3156528
GO:0072481,C3156529
GO:0072481,C3156530
GO:0072481,C3156531
GO:0072482,C3156532
GO:0072483,C3156533
GO:0072484,C3156534
GO:0072484,C3156535
GO:0072484,C3156536
GO:0072484,C3156537
GO:0072485,C3156538
GO:0072486,C3156539
GO:0072487,C3156540
GO:0072488,C3156541
GO:0072489,C3156542
GO:0072490,C3156543
GO:0072491,C3156544
GO:0072492,C3156545
GO:0072493,C3156546
GO:0072494,C3156547
GO:0072495,C3156548
GO:0061655,C3156549
GO:0072496,C3156549
GO:0072497,C3156550
GO:0072498,C3156551
GO:0072499,C3156552
GO:0072500,C3156553
GO:0072501,C3156554
GO:0072502,C3156555
GO:0072503,C3156556
GO:0072504,C3156557
GO:0072505,C3156558
GO:0072506,C3156559
GO:0072507,C3156560
GO:0072508,C3156561
GO:0072509,C3156562
GO:0072510,C3156563
GO:0072511,C3156564
GO:0072512,C3156565
GO:0072513,C3156566
GO:0072514,C3156567
GO:0072515,C3156568
