GO,CUI
GO:1904748,C4232857
GO:1904748,C4232858
GO:1904748,C4232859
GO:1904748,C4232860
GO:1904748,C4232861
GO:1904748,C4232862
GO:1904748,C4232863
GO:1904748,C4232864
GO:1904748,C4232865
GO:1904748,C4232866
GO:1904748,C4232867
GO:1904748,C4232868
GO:1904748,C4232869
GO:1904748,C4232870
GO:1904748,C4232871
GO:1904747,C4232872
GO:1904747,C4232873
GO:1904747,C4232874
GO:1904747,C4232875
GO:1904747,C4232876
GO:1904747,C4232877
GO:1904747,C4232878
GO:1904747,C4232879
GO:1904747,C4232880
GO:1904747,C4232881
GO:1904747,C4232882
GO:1904747,C4232883
GO:1904747,C4232884
GO:1904747,C4232885
GO:1904747,C4232886
GO:1904747,C4232887
GO:1904747,C4232888
GO:1904747,C4232889
GO:1904747,C4232890
GO:1904747,C4232891
GO:1904747,C4232892
GO:1904747,C4232893
GO:1904747,C4232894
GO:1904747,C4232895
GO:1904747,C4232896
GO:1904747,C4232897
GO:1904747,C4232898
GO:1904747,C4232899
GO:1904747,C4232900
GO:1904747,C4232901
GO:1904747,C4232902
GO:1904747,C4232903
GO:1904747,C4232904
GO:1904747,C4232905
GO:1904747,C4232906
GO:1904747,C4232907
GO:1904747,C4232908
GO:1904747,C4232909
GO:1904747,C4232910
GO:1904747,C4232911
GO:1904747,C4232912
GO:1904747,C4232913
GO:1904747,C4232914
GO:1904747,C4232915
GO:1904747,C4232916
GO:1904747,C4232917
GO:1904747,C4232918
GO:1904747,C4232919
GO:1904747,C4232920
GO:1904747,C4232921
GO:1904747,C4232922
GO:1904747,C4232923
GO:1904747,C4232924
GO:1904747,C4232925
GO:1904747,C4232926
GO:1904747,C4232927
GO:1904747,C4232928
GO:1904747,C4232929
GO:1904747,C4232930
GO:1904747,C4232931
GO:1904747,C4232932
GO:1904747,C4232933
GO:1904747,C4232934
GO:1904747,C4232935
GO:1904747,C4232936
GO:1904747,C4232937
GO:1904747,C4232938
GO:1904746,C4232939
GO:1904746,C4232940
GO:1904746,C4232941
GO:1904746,C4232942
GO:1904746,C4232943
GO:1904746,C4232944
GO:1904746,C4232945
GO:1904746,C4232946
GO:1904746,C4232947
GO:1904746,C4232948
GO:1904746,C4232949
GO:1904746,C4232950
GO:1904746,C4232951
GO:1904746,C4232952
GO:1904746,C4232953
GO:1904746,C4232954
GO:1904746,C4232955
GO:1904746,C4232956
GO:1904746,C4232957
GO:1904746,C4232958
GO:1904746,C4232959
GO:1904746,C4232960
GO:1904746,C4232961
GO:1904746,C4232962
GO:1904746,C4232963
GO:1904746,C4232964
GO:1904746,C4232965
GO:1904746,C4232966
GO:1904746,C4232967
GO:1904746,C4232968
GO:1904746,C4232969
GO:1904746,C4232970
GO:1904746,C4232971
GO:1904746,C4232972
GO:1904746,C4232973
GO:1904746,C4232974
GO:1904746,C4232975
GO:1904746,C4232976
GO:1904746,C4232977
GO:1904746,C4232978
GO:1904746,C4232979
GO:1904746,C4232980
GO:1904746,C4232981
GO:1904746,C4232982
GO:1904746,C4232983
GO:1904746,C4232984
GO:1904746,C4232985
GO:1904746,C4232986
GO:1904746,C4232987
GO:1904746,C4232988
GO:1904746,C4232989
GO:1904746,C4232990
GO:1904746,C4232991
GO:1904746,C4232992
GO:1904746,C4232993
GO:1904746,C4232994
GO:1904746,C4232995
GO:1904746,C4232996
GO:1904746,C4232997
GO:1904746,C4232998
GO:1904746,C4232999
GO:1904746,C4233000
GO:1904746,C4233001
GO:1904746,C4233002
GO:1904746,C4233003
GO:1904746,C4233004
GO:1904744,C4233005
GO:1904744,C4233006
GO:1904744,C4233007
GO:1904743,C4233008
GO:1904743,C4233009
GO:1904743,C4233010
GO:1904741,C4233011
GO:1904741,C4233012
GO:1904741,C4233013
GO:1904741,C4233014
GO:1904741,C4233015
GO:1904741,C4233016
GO:1904740,C4233017
GO:1904740,C4233018
GO:1904740,C4233019
GO:1904740,C4233020
GO:1904739,C4233021
GO:1904739,C4233022
GO:1904737,C4233023
GO:1904736,C4233024
GO:1904734,C4233025
GO:1904734,C4233026
GO:1904734,C4233027
GO:1904734,C4233028
GO:1904734,C4233029
GO:1904734,C4233030
GO:1904734,C4233031
GO:1904734,C4233032
GO:1904734,C4233033
GO:1904734,C4233034
GO:1904734,C4233035
GO:1904734,C4233036
GO:1904734,C4233037
GO:1904734,C4233038
GO:1904734,C4233039
GO:1904734,C4233040
GO:1904734,C4233041
GO:1904734,C4233042
GO:1904734,C4233043
GO:1904734,C4233044
GO:1904734,C4233045
GO:1904734,C4233046
GO:1904734,C4233047
GO:1904734,C4233048
GO:1904734,C4233049
GO:1904734,C4233050
GO:1904734,C4233051
GO:1904734,C4233052
GO:1904734,C4233053
GO:1904734,C4233054
GO:1904734,C4233055
GO:1904734,C4233056
GO:1904734,C4233057
GO:1904734,C4233058
GO:1904734,C4233059
GO:1904734,C4233060
GO:1904734,C4233061
GO:1904734,C4233062
GO:1904734,C4233063
GO:1904734,C4233064
GO:1904734,C4233065
GO:1904734,C4233066
GO:1904734,C4233067
GO:1904734,C4233068
GO:1904734,C4233069
GO:1904734,C4233070
GO:1904734,C4233071
GO:1904734,C4233072
GO:1904734,C4233073
GO:1904734,C4233074
GO:1904734,C4233075
GO:1904734,C4233076
GO:1904734,C4233077
GO:1904734,C4233078
GO:1904734,C4233079
GO:1904734,C4233080
GO:1904734,C4233081
GO:1904734,C4233082
GO:1904734,C4233083
GO:1904734,C4233084
GO:1904734,C4233085
GO:1904734,C4233086
GO:1904734,C4233087
GO:1904734,C4233088
GO:1904734,C4233089
GO:1904734,C4233090
GO:1904734,C4233091
GO:1904734,C4233092
GO:1904734,C4233093
GO:1904734,C4233094
GO:1904734,C4233095
GO:1904734,C4233096
GO:1904734,C4233097
GO:1904734,C4233098
GO:1904733,C4233099
GO:1904733,C4233100
GO:1904733,C4233101
GO:1904733,C4233102
GO:1904733,C4233103
GO:1904733,C4233104
GO:1904733,C4233105
GO:1904733,C4233106
GO:1904733,C4233107
GO:1904733,C4233108
GO:1904733,C4233109
GO:1904733,C4233110
GO:1904733,C4233111
GO:1904733,C4233112
GO:1904733,C4233113
GO:1904733,C4233114
GO:1904733,C4233115
GO:1904733,C4233116
GO:1904733,C4233117
GO:1904733,C4233118
GO:1904733,C4233119
GO:1904733,C4233120
GO:1904733,C4233121
GO:1904733,C4233122
GO:1904733,C4233123
GO:1904733,C4233124
GO:1904733,C4233125
GO:1904733,C4233126
GO:1904733,C4233127
GO:1904733,C4233128
GO:1904733,C4233129
GO:1904733,C4233130
GO:1904733,C4233131
GO:1904733,C4233132
GO:1904733,C4233133
GO:1904733,C4233134
GO:1904733,C4233135
GO:1904733,C4233136
GO:1904733,C4233137
GO:1904733,C4233138
GO:1904733,C4233139
GO:1904733,C4233140
GO:1904733,C4233141
GO:1904733,C4233142
GO:1904733,C4233143
GO:1904733,C4233144
GO:1904733,C4233145
GO:1904733,C4233146
GO:1904733,C4233147
GO:1904733,C4233148
GO:1904733,C4233149
GO:1904733,C4233150
GO:1904733,C4233151
GO:1904733,C4233152
GO:1904733,C4233153
GO:1904733,C4233154
GO:1904733,C4233155
GO:1904733,C4233156
GO:1904733,C4233157
GO:1904733,C4233158
GO:1904733,C4233159
GO:1904733,C4233160
GO:1904733,C4233161
GO:1904733,C4233162
GO:1904733,C4233163
GO:1904733,C4233164
GO:1904733,C4233165
GO:1904733,C4233166
GO:1904733,C4233167
GO:1904733,C4233168
GO:1904733,C4233169
GO:1904733,C4233170
GO:1904733,C4233171
GO:1904733,C4233172
GO:1904732,C4233173
GO:1904732,C4233174
GO:1904732,C4233175
GO:1904732,C4233176
GO:1904732,C4233177
GO:1904732,C4233178
GO:1904732,C4233179
GO:1904732,C4233180
GO:1904732,C4233181
GO:1904732,C4233182
GO:1904732,C4233183
GO:1904732,C4233184
GO:1904732,C4233185
GO:1904732,C4233186
GO:1904732,C4233187
GO:1904732,C4233188
GO:1904732,C4233189
GO:1904732,C4233190
GO:1904732,C4233191
GO:1904732,C4233192
GO:1904732,C4233193
GO:1904732,C4233194
GO:1904732,C4233195
GO:1904732,C4233196
GO:1904731,C4233197
GO:1904730,C4233198
GO:1904728,C4233199
GO:1904727,C4233200
GO:1904725,C4233201
GO:1904725,C4233202
GO:1904725,C4233203
GO:1904725,C4233204
GO:1904725,C4233205
GO:1904723,C4233207
GO:1904723,C4233208
GO:1904723,C4233209
GO:1904723,C4233210
GO:1904723,C4233211
GO:1904723,C4233212
GO:1904723,C4233213
GO:1904723,C4233214
GO:1904723,C4233215
GO:1904723,C4233216
GO:1904723,C4233217
GO:1904723,C4233218
GO:1904723,C4233219
GO:1904723,C4233220
GO:1904723,C4233221
GO:1904723,C4233222
GO:1904723,C4233223
GO:1904723,C4233224
GO:1904723,C4233225
GO:1904723,C4233226
GO:1904723,C4233227
GO:1904723,C4233228
GO:1904723,C4233229
GO:1904723,C4233230
GO:1904723,C4233231
GO:1904722,C4233232
GO:1904722,C4233233
GO:1904722,C4233234
GO:1904722,C4233235
GO:1904722,C4233236
GO:1904722,C4233237
GO:1904722,C4233238
GO:1904722,C4233239
GO:1904722,C4233240
GO:1904722,C4233241
GO:1904722,C4233242
GO:1904722,C4233243
GO:1904722,C4233244
GO:1904721,C4233245
GO:1904721,C4233246
GO:1904721,C4233247
GO:1904721,C4233248
GO:1904721,C4233249
GO:1904721,C4233250
GO:1904721,C4233251
GO:1904721,C4233252
GO:1904721,C4233253
GO:1904721,C4233254
GO:1904721,C4233255
GO:1904721,C4233256
GO:1904721,C4233257
GO:1904720,C4233258
GO:1904720,C4233259
GO:1904720,C4233260
GO:1904720,C4233261
GO:1904719,C4233262
GO:1904719,C4233263
GO:1904719,C4233264
GO:1904718,C4233265
GO:1904718,C4233266
GO:1904718,C4233267
GO:1904716,C4233268
GO:1904716,C4233269
GO:1904716,C4233270
GO:1904716,C4233271
GO:1904715,C4233272
GO:1904715,C4233273
GO:1904715,C4233274
GO:1904715,C4233275
GO:1904714,C4233276
GO:1904713,C4233277
GO:1904712,C4233278
GO:1904712,C4233279
GO:1904712,C4233280
GO:1904712,C4233281
GO:1904712,C4233282
GO:1904712,C4233283
GO:1904712,C4233284
GO:1904712,C4233285
GO:1904712,C4233286
GO:1904712,C4233287
GO:1904712,C4233288
GO:1904712,C4233289
GO:1904712,C4233290
GO:1904712,C4233291
GO:1904712,C4233292
GO:1904712,C4233293
GO:1904712,C4233294
GO:1904712,C4233295
GO:1904712,C4233296
GO:1904712,C4233297
GO:1904712,C4233298
GO:1904712,C4233299
GO:1904712,C4233300
GO:1904712,C4233301
GO:1904712,C4233302
GO:1904711,C4233303
GO:1904711,C4233304
GO:1904711,C4233305
GO:1904711,C4233306
GO:1904711,C4233307
GO:1904711,C4233308
GO:1904711,C4233309
GO:1904711,C4233310
GO:1904711,C4233311
GO:1904710,C4233312
GO:1904710,C4233313
GO:1904710,C4233314
GO:1904710,C4233315
GO:1904710,C4233316
GO:1904710,C4233317
GO:1904710,C4233318
GO:1904710,C4233319
GO:1904709,C4233320
GO:1904709,C4233321
GO:1904709,C4233322
GO:1904709,C4233323
GO:1904709,C4233324
GO:1904709,C4233325
GO:1904709,C4233326
GO:1904709,C4233327
GO:1904708,C4233328
GO:1904708,C4233329
GO:1904707,C4233330
GO:1904707,C4233331
GO:1904706,C4233332
GO:1904706,C4233333
GO:1904704,C4233334
GO:1904704,C4233335
GO:1904703,C4233336
GO:1904703,C4233337
GO:1904701,C4233338
GO:1904701,C4233339
GO:1904701,C4233340
GO:1904701,C4233341
GO:1904701,C4233342
GO:1904701,C4233343
GO:1904701,C4233344
GO:1904701,C4233345
GO:1904701,C4233346
GO:1904700,C4233347
GO:1904700,C4233348
GO:1904699,C4233349
GO:1904699,C4233350
GO:1904699,C4233351
GO:1904698,C4233352
GO:1904698,C4233353
GO:1904698,C4233354
GO:1904695,C4233355
GO:1904694,C4233356
GO:1904693,C4233357
GO:1904693,C4233358
GO:1904692,C4233359
GO:1904692,C4233360
GO:1904692,C4233361
GO:1904691,C4233362
GO:1904691,C4233363
GO:1904691,C4233364
GO:1904690,C4233365
GO:1904689,C4233366
GO:1904687,C4233367
GO:1904687,C4233368
GO:1904687,C4233369
GO:1904687,C4233370
GO:1904687,C4233371
GO:1904687,C4233372
GO:1904687,C4233373
GO:1904685,C4233374
GO:1904685,C4233375
GO:1904685,C4233376
GO:1904685,C4233377
GO:1904685,C4233378
GO:1904685,C4233379
GO:1904685,C4233380
GO:1904684,C4233381
GO:1904684,C4233382
GO:1904684,C4233383
GO:1904684,C4233384
GO:1904684,C4233385
GO:1904684,C4233386
GO:1904683,C4233387
GO:1904683,C4233388
GO:1904678,C4233389
GO:1904677,C4233390
GO:1904677,C4233391
GO:1904676,C4233392
GO:1904676,C4233393
GO:1904674,C4233394
GO:1904673,C4233395
GO:1904671,C4233396
GO:1904671,C4233397
GO:1904671,C4233398
GO:1904671,C4233399
GO:1904669,C4233400
GO:1904668,C4233401
GO:1904668,C4233402
GO:1904668,C4233403
GO:1904668,C4233404
GO:1904668,C4233405
GO:1904668,C4233406
GO:1904667,C4233407
GO:1904667,C4233408
GO:1904667,C4233409
GO:1904667,C4233410
GO:1904667,C4233411
GO:1904667,C4233412
GO:1904666,C4233413
GO:1904662,C4233414
GO:1904662,C4233415
GO:1904661,C4233416
GO:1904661,C4233417
GO:1904658,C4233418
GO:1904658,C4233419
GO:1904657,C4233420
GO:1904657,C4233421
GO:1904655,C4233422
GO:1904655,C4233423
GO:1904655,C4233424
GO:1904654,C4233425
GO:1904654,C4233426
GO:1904654,C4233427
GO:1904651,C4233428
GO:1904651,C4233429
GO:1904651,C4233430
GO:1904651,C4233431
GO:1904651,C4233432
GO:1904651,C4233433
GO:1904651,C4233434
GO:1904651,C4233435
GO:1904651,C4233436
GO:1904651,C4233437
GO:1904651,C4233438
GO:1904651,C4233439
GO:1904650,C4233440
GO:1904650,C4233441
GO:1904650,C4233442
GO:1904650,C4233443
GO:1904650,C4233444
GO:1904650,C4233445
GO:1904650,C4233446
GO:1904650,C4233447
GO:1904650,C4233448
GO:1904650,C4233449
GO:1904650,C4233450
GO:1904650,C4233451
GO:1904649,C4233452
GO:1904649,C4233453
GO:1904649,C4233454
GO:1904635,C4233459
GO:1904635,C4233460
GO:1904635,C4233461
GO:1904635,C4233462
GO:1904635,C4233463
GO:1904635,C4233464
GO:1904635,C4233465
GO:1904635,C4233466
GO:1904635,C4233467
GO:1904635,C4233468
GO:1904635,C4233469
GO:1904635,C4233470
GO:1904634,C4233471
GO:1904634,C4233472
GO:1904634,C4233473
GO:1904634,C4233474
GO:1904634,C4233475
GO:1904634,C4233476
GO:1904634,C4233477
GO:1904634,C4233478
GO:1904634,C4233479
GO:1904634,C4233480
GO:1904634,C4233481
GO:1904634,C4233482
GO:1904633,C4233483
GO:1904633,C4233484
GO:1904626,C4233485
GO:1904625,C4233486
GO:1904623,C4233487
GO:1904623,C4233488
GO:1904622,C4233489
GO:1904622,C4233490
GO:1904618,C4233491
GO:1904618,C4233492
GO:1904618,C4233493
GO:1904618,C4233494
GO:1904617,C4233495
GO:1904617,C4233496
GO:1904617,C4233497
GO:1904617,C4233498
GO:1904616,C4233499
GO:1904606,C4233500
GO:1904606,C4233501
GO:1904606,C4233502
GO:1904605,C4233503
GO:1904605,C4233504
GO:1904605,C4233505
GO:1904604,C4233506
GO:1904604,C4233507
GO:1904604,C4233508
GO:1904602,C4233509
GO:0098665,C4233509
GO:1904598,C4233510
GO:1904598,C4233511
GO:1904598,C4233512
GO:1904598,C4233513
GO:1904598,C4233514
GO:1904598,C4233515
GO:1904598,C4233516
GO:1904597,C4233517
GO:1904597,C4233518
GO:1904597,C4233519
GO:1904597,C4233520
GO:1904597,C4233521
GO:1904597,C4233522
GO:1904597,C4233523
GO:1904596,C4233524
GO:1904596,C4233525
GO:1904595,C4233526
GO:1904595,C4233527
GO:1904595,C4233528
GO:1904595,C4233529
GO:1904595,C4233530
GO:1904595,C4233531
GO:1904595,C4233532
GO:1904594,C4233533
GO:1904592,C4233534
GO:1904592,C4233535
GO:1904592,C4233536
GO:1904592,C4233537
GO:1904591,C4233538
GO:1904591,C4233539
GO:1904590,C4233540
GO:1904590,C4233541
GO:1904582,C4233542
GO:1904582,C4233543
GO:1904582,C4233544
GO:1904582,C4233545
GO:1904582,C4233546
GO:1904581,C4233547
GO:1904581,C4233548
GO:1904581,C4233549
GO:1904581,C4233550
GO:1904581,C4233551
GO:1904580,C4233552
GO:1904575,C4233553
GO:1904575,C4233554
GO:1904574,C4233555
GO:1904574,C4233556
GO:1904572,C4233557
GO:1904571,C4233558
GO:1904570,C4233559
GO:1904554,C4233560
GO:1904553,C4233561
GO:1904544,C4233562
GO:1904543,C4233563
GO:1904541,C4233564
GO:1904541,C4233565
GO:1904540,C4233566
GO:1904540,C4233567
GO:1904539,C4233568
GO:1904539,C4233569
GO:1904537,C4233570
GO:1904535,C4233571
GO:1904535,C4233572
GO:1904534,C4233573
GO:1904534,C4233574
GO:1904531,C4233575
GO:1904531,C4233576
GO:1904531,C4233577
GO:1904531,C4233578
GO:1904531,C4233579
GO:1904530,C4233580
GO:1904530,C4233581
GO:1904530,C4233582
GO:1904530,C4233583
GO:1904530,C4233584
GO:1904529,C4233585
GO:1904528,C4233586
GO:1904528,C4233587
GO:1904528,C4233588
GO:1904528,C4233589
GO:1904528,C4233590
GO:1904528,C4233591
GO:1904528,C4233592
GO:1904527,C4233593
GO:1904527,C4233594
GO:1904527,C4233595
GO:1904527,C4233596
GO:1904527,C4233597
GO:1904527,C4233598
GO:1904527,C4233599
GO:1904526,C4233600
GO:1904526,C4233601
GO:1904525,C4233602
GO:1904524,C4233603
GO:1904522,C4233604
GO:1904522,C4233605
GO:1904522,C4233606
GO:1904522,C4233607
GO:1904522,C4233608
GO:1904522,C4233609
GO:1904522,C4233610
GO:1904522,C4233611
GO:1904521,C4233612
GO:1904521,C4233613
GO:1904521,C4233614
GO:1904521,C4233615
GO:1904521,C4233616
GO:1904521,C4233617
GO:1904521,C4233618
GO:1904521,C4233619
GO:1904520,C4233620
GO:1904520,C4233621
GO:1904516,C4233622
GO:1904516,C4233623
GO:1904515,C4233624
GO:1904515,C4233625
GO:1904514,C4233626
GO:1904514,C4233627
GO:1904514,C4233628
GO:1904514,C4233629
GO:1904514,C4233630
GO:1904514,C4233631
GO:1904514,C4233632
GO:1904514,C4233633
GO:1904514,C4233634
GO:1904514,C4233635
GO:1904513,C4233636
GO:1904513,C4233637
GO:1904513,C4233638
GO:1904513,C4233639
GO:1904513,C4233640
GO:1904513,C4233641
GO:1904513,C4233642
GO:1904513,C4233643
GO:1904513,C4233644
GO:1904513,C4233645
GO:1904512,C4233646
GO:1904512,C4233647
GO:1904512,C4233648
GO:1904511,C4233649
GO:1904511,C4233650
GO:1904510,C4233651
GO:1904509,C4233652
GO:1904509,C4233653
GO:1904507,C4233654
GO:1904506,C4233655
GO:1904504,C4233656
GO:1904503,C4233657
GO:1904501,C4233658
GO:1904500,C4233659
GO:1904498,C4233660
GO:1904497,C4233661
GO:1904497,C4233662
GO:1904497,C4233663
GO:1904496,C4233664
GO:1904495,C4233665
GO:1904490,C4233666
GO:1904490,C4233667
GO:1904490,C4233668
GO:1904490,C4233669
GO:1904490,C4233670
GO:1904490,C4233671
GO:1904490,C4233672
GO:1904490,C4233673
GO:1904490,C4233674
GO:1904490,C4233675
GO:1904489,C4233676
GO:1904489,C4233677
GO:1904489,C4233678
GO:1904489,C4233679
GO:1904489,C4233680
GO:1904489,C4233681
GO:1904489,C4233682
GO:1904489,C4233683
GO:1904489,C4233684
GO:1904489,C4233685
GO:1904489,C4233686
GO:1904489,C4233687
GO:1904489,C4233688
GO:1904489,C4233689
GO:1904489,C4233690
GO:1904488,C4233691
GO:1904488,C4233692
GO:1904488,C4233693
GO:1904488,C4233694
GO:1904488,C4233695
GO:1904488,C4233696
GO:1904488,C4233697
GO:1904488,C4233698
GO:1904488,C4233699
GO:1904488,C4233700
GO:1904488,C4233701
GO:1904488,C4233702
GO:1904488,C4233703
GO:1904488,C4233704
GO:1904488,C4233705
GO:1904488,C4233706
GO:1904488,C4233707
GO:1904488,C4233708
GO:1904480,C4233709
GO:1904479,C4233710
GO:1904477,C4233711
GO:1904477,C4233712
GO:1904477,C4233713
GO:1904476,C4233714
GO:1904476,C4233715
GO:1904476,C4233716
GO:1904476,C4233717
GO:1904475,C4233718
GO:1904472,C4233719
GO:1904472,C4233720
GO:1904472,C4233721
GO:1904472,C4233722
GO:1904472,C4233723
GO:1904472,C4233724
GO:1904472,C4233725
GO:1904472,C4233726
GO:1904472,C4233727
GO:1904472,C4233728
GO:1904472,C4233729
GO:1904472,C4233730
GO:1904472,C4233731
GO:1904472,C4233732
GO:1904472,C4233733
GO:1904472,C4233734
GO:1904472,C4233735
GO:1904472,C4233736
GO:1904471,C4233737
GO:1904471,C4233738
GO:1904471,C4233739
GO:1904471,C4233740
GO:1904471,C4233741
GO:1904471,C4233742
GO:1904471,C4233743
GO:1904471,C4233744
GO:1904471,C4233745
GO:1904471,C4233746
GO:1904471,C4233747
GO:1904471,C4233748
GO:1904471,C4233749
GO:1904471,C4233750
GO:1904471,C4233751
GO:1904471,C4233752
GO:1904471,C4233753
GO:1904471,C4233754
GO:1904471,C4233755
GO:1904470,C4233756
GO:1904470,C4233757
GO:1904470,C4233758
GO:1904470,C4233759
GO:1904470,C4233760
GO:1904470,C4233761
GO:1904469,C4233762
GO:1904469,C4233763
GO:1904469,C4233764
GO:1904469,C4233765
GO:1904469,C4233766
GO:1904469,C4233767
GO:1904469,C4233768
GO:1904469,C4233769
GO:1904468,C4233770
GO:1904468,C4233771
GO:1904468,C4233772
GO:1904468,C4233773
GO:1904468,C4233774
GO:1904468,C4233775
GO:1904468,C4233776
GO:1904468,C4233777
GO:1904466,C4233778
GO:1904466,C4233779
GO:1904466,C4233780
GO:1904466,C4233781
GO:1904466,C4233782
GO:1904465,C4233783
GO:1904465,C4233784
GO:1904465,C4233785
GO:1904465,C4233786
GO:1904465,C4233787
GO:1904464,C4233788
GO:1904460,C4233789
GO:1904459,C4233790
GO:1904457,C4233791
GO:1904457,C4233792
GO:1904457,C4233793
GO:1904457,C4233794
GO:1904456,C4233795
GO:1904456,C4233796
GO:1904456,C4233797
GO:1904456,C4233798
GO:1904453,C4233910
GO:1904453,C4233911
GO:1904453,C4233912
GO:1904453,C4233913
GO:1904453,C4233914
GO:1904453,C4233915
GO:1904453,C4233916
GO:1904453,C4233917
GO:1904453,C4233918
GO:1904453,C4233919
GO:1904452,C4233920
GO:1904452,C4233921
GO:1904452,C4233922
GO:1904452,C4233923
GO:1904452,C4233924
GO:1904452,C4233925
GO:1904452,C4233926
GO:1904452,C4233927
GO:1904452,C4233928
GO:1904452,C4233929
GO:1904451,C4233930
GO:1904451,C4233931
GO:1904451,C4233932
GO:1904450,C4233933
GO:1904449,C4233934
GO:1904446,C4233935
GO:1904446,C4233936
GO:1904446,C4233937
GO:1904446,C4233938
GO:1904445,C4233939
GO:1904445,C4233940
GO:1904445,C4233941
GO:1904445,C4233942
GO:1904443,C4233943
GO:1904443,C4233944
GO:1904443,C4233945
GO:1904443,C4233946
GO:1904443,C4233947
GO:1904443,C4233948
GO:1904443,C4233949
GO:1904442,C4233950
GO:1904442,C4233951
GO:1904442,C4233952
GO:1904442,C4233953
GO:1904442,C4233954
GO:1904442,C4233955
GO:1904442,C4233956
GO:1904441,C4233957
GO:1904441,C4233958
GO:1904440,C4233959
GO:1904439,C4233960
GO:1904437,C4233961
GO:1904436,C4233962
GO:1904434,C4233963
GO:1904433,C4233964
GO:1904431,C4233965
GO:1904431,C4233966
GO:1904430,C4233967
GO:1904430,C4233968
GO:1904428,C4233969
GO:1904427,C4233970
GO:1904427,C4233971
GO:1904427,C4233972
GO:1904426,C4233973
GO:1904425,C4233974
GO:1904420,C4233975
GO:1904420,C4233976
GO:1904420,C4233977
GO:1904419,C4233978
GO:1904419,C4233979
GO:1904416,C4233980
GO:1904414,C4233981
GO:1904413,C4233982
GO:1904411,C4233983
GO:1904411,C4233984
GO:1904411,C4233985
GO:1904411,C4233986
GO:1904410,C4233987
GO:1904410,C4233988
GO:1904410,C4233989
GO:1904410,C4233990
GO:1904409,C4233991
GO:1904407,C4233992
GO:1904407,C4233993
GO:1904406,C4233994
GO:1904406,C4233995
GO:1904398,C4233996
GO:1904398,C4233997
GO:1904398,C4233998
GO:1904398,C4233999
GO:1904398,C4234000
GO:1904398,C4234001
GO:1904398,C4234002
GO:1904397,C4234003
GO:1904397,C4234004
GO:1904397,C4234005
GO:1904397,C4234006
GO:1904397,C4234007
GO:1904397,C4234008
GO:1904397,C4234009
GO:1904397,C4234010
GO:1904396,C4234011
GO:1904396,C4234012
GO:1904395,C4234013
GO:1904395,C4234014
GO:1904395,C4234015
GO:1904394,C4234016
GO:1904394,C4234017
GO:1904394,C4234018
GO:1904388,C4234019
GO:1904388,C4234020
GO:1904388,C4234021
GO:1904388,C4234022
GO:1904382,C4234023
GO:1904382,C4234024
GO:1904382,C4234025
GO:1904382,C4234026
GO:1904382,C4234027
GO:1904381,C4234028
GO:1904381,C4234029
GO:1904381,C4234030
GO:1904381,C4234031
GO:1904381,C4234032
GO:1904381,C4234033
GO:1904380,C4234034
GO:1904380,C4234035
GO:1904380,C4234036
GO:1904380,C4234037
GO:1904379,C4234038
GO:1904379,C4234039
GO:1904379,C4234040
GO:1904379,C4234041
GO:1904378,C4234042
GO:1904378,C4234043
GO:1904378,C4234044
GO:1904378,C4234045
GO:1904378,C4234046
GO:1904378,C4234047
GO:1904377,C4234048
GO:1904376,C4234049
GO:1904372,C4234050
GO:1904371,C4234051
GO:1904367,C4234052
GO:1904366,C4234053
GO:1904364,C4234054
GO:1904363,C4234055
GO:1904361,C4234056
GO:1904360,C4234057
GO:1904358,C4234058
GO:1904357,C4234059
GO:1904355,C4234060
GO:1904355,C4234061
GO:1904354,C4234062
GO:1904354,C4234063
GO:1904352,C4234064
GO:1904352,C4234065
GO:1904352,C4234066
GO:1904352,C4234067
GO:1904352,C4234068
GO:1904352,C4234069
GO:1904352,C4234070
GO:1904352,C4234071
GO:1904352,C4234072
GO:1904352,C4234073
GO:1904352,C4234074
GO:1904352,C4234075
GO:1904352,C4234076
GO:1904351,C4234077
GO:1904351,C4234078
GO:1904351,C4234079
GO:1904351,C4234080
GO:1904351,C4234081
GO:1904351,C4234082
GO:1904351,C4234083
GO:1904351,C4234084
GO:1904351,C4234085
GO:1904351,C4234086
GO:1904351,C4234087
GO:1904351,C4234088
GO:1904351,C4234089
GO:1904350,C4234090
GO:1904350,C4234091
GO:1904350,C4234092
GO:1904350,C4234093
GO:1904349,C4234094
GO:1904348,C4234095
GO:1904346,C4234096
GO:1904346,C4234097
GO:1904345,C4234098
GO:1904345,C4234099
GO:1904343,C4234100
GO:1904342,C4234101
GO:1904340,C4234102
GO:1904339,C4234103
GO:1904337,C4234104
GO:1904336,C4234105
GO:1904333,C4234106
GO:1904333,C4234107
GO:1904333,C4234108
GO:1904333,C4234109
GO:1904333,C4234110
GO:1904333,C4234111
GO:1904333,C4234112
GO:1904333,C4234113
GO:1904332,C4234114
GO:1904332,C4234115
GO:1904332,C4234116
GO:1904332,C4234117
GO:1904332,C4234118
GO:1904332,C4234119
GO:1904332,C4234120
GO:1904331,C4234121
GO:1904331,C4234122
GO:1904330,C4234123
GO:1904330,C4234124
GO:1904330,C4234125
GO:1904329,C4234126
GO:1904329,C4234127
GO:1904329,C4234128
GO:1904326,C4234129
GO:1904325,C4234130
GO:1904324,C4234131
GO:1904320,C4234132
GO:1904320,C4234133
GO:1904320,C4234134
GO:1904320,C4234135
GO:1904320,C4234136
GO:1904320,C4234137
